startup_id,industry,sub_industry,target_audience,customer_type,problem_solved,technology_used,business_model,revenue_model,market_size_category,market_growth_category,competition_level,founded_year,founded_country,geographic_market,total_funding_usd__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,funding_rounds__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,employee_count__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,startup_stage__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,success_label,success_indicator,leakage_warning
LL-000960,Other / Unspecified,Information Technology,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,25000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-000961,HealthTech,Biotechnology|Medical,,,,,,,Unknown,Unknown,High (dataset-derived),2006.0,United States,United States,1245092.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-000963,MarTech,Public Relations,,,,,,,Unknown,Unknown,High (dataset-derived),1983.0,United States,United States,5000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-000965,Media & Entertainment,Media|News,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-000971,EdTech,Education|Mobile Commerce|Technical Continuing Education,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,4700000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-000972,EdTech,Education|Online Education|Services,,,,,,,Unknown,Unknown,High (dataset-derived),2001.0,United States,United States,4000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-000986,SaaS,Enterprise Software,,,,,,,Unknown,Unknown,High (dataset-derived),1999.0,United States,United States,5280000.0,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001007,DeepTech,Semiconductors,,,,,,,Unknown,Unknown,High (dataset-derived),2004.0,United States,United States,135776263.0,5.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001011,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,9599860.0,3.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001025,DeepTech,Hardware + Software,,,,,,,Unknown,Unknown,Low (dataset-derived),2003.0,Denmark,Denmark,1998000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001032,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001080,Cybersecurity,Information Security|Software,,,,,,,Unknown,Unknown,Medium (dataset-derived),2015.0,Israel,Israel,100000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001094,Media & Entertainment,Collectibles|Entertainment|Games|Toys,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,100000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001095,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,Unknown,2000.0,,,12300000.0,2.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001119,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,Medium (dataset-derived),2004.0,Germany,Germany,22585000.0,2.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001121,HealthTech,Health Care,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,United States,United States,950000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001142,SaaS,Enterprise Software,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,16400000.0,4.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001216,Other / Unspecified,Contact Management|iPhone|Mobile|Telephony,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,2000000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001249,DeepTech,Internet|Mobile|Semiconductors,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,5954000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001250,DeepTech,Apps|Hardware|Mobile,,,,,,,Unknown,Unknown,Low (dataset-derived),,Ireland,Ireland,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001256,SaaS,Cloud Management|Enterprise Software,,,,,,,Unknown,Unknown,High (dataset-derived),2001.0,United States,United States,22999999.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001260,Other / Unspecified,,,,,,,,Unknown,Unknown,High (dataset-derived),1999.0,United States,United States,15000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001304,HealthTech,Health Care|Hospitals|Medical,,,,,,,Unknown,Unknown,Unknown,,,,15500000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001322,HealthTech,Child Care|Health and Wellness|Health Care|Medical,,,,,,,Unknown,Unknown,Medium (dataset-derived),2010.0,India,India,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001331,E-commerce,Coupons|E-Commerce,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,1500000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001346,MarTech,Advertising|Optimization|SaaS|Software,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,1800000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001358,MarTech,Advertising|Lead Generation,,,,,,,Unknown,Unknown,Low (dataset-derived),2010.0,Czech Republic,Czech Republic,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001364,MarTech,Advertising|Classifieds|Cloud Computing|Real Time,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,328000.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001378,MarTech,Advertising,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,1500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001379,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),2001.0,United States,United States,4035000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001381,Media & Entertainment,Classifieds|Curated Web|Video,,,,,,,Unknown,Unknown,Medium (dataset-derived),2007.0,India,India,10000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001393,MarTech,Ad Targeting|Advertising|Advertising Platforms,,,,,,,Unknown,Unknown,Medium (dataset-derived),2012.0,France,France,2200000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001399,MarTech,Advertising|Internet|Publishing,,,,,,,Unknown,Unknown,Medium (dataset-derived),2014.0,Germany,Germany,34623.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001406,DeepTech,Big Data|New Technologies|Predictive Analytics|Semiconductors|Social Innovation,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,5600000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001420,MarTech,Advertising|Apps|Mobile,,,,,,,Unknown,Unknown,Unknown,2014.0,,,200000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001437,FinTech,Finance|Investment Management,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,367645000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001457,MarTech,Advertising|Virtual Goods,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001472,Other / Unspecified,Fashion,,,,,,,Unknown,Unknown,Unknown,2011.0,,,11500000.0,7.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001476,E-commerce,E-Commerce,,,,,,,Unknown,Unknown,Unknown,,,,16500000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001490,Other / Unspecified,Business Services,,,,,,,Unknown,Unknown,Medium (dataset-derived),,Russia,Russia,150000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-001499,MarTech,Advertising|Services|Software,,,,,,,Unknown,Unknown,High (dataset-derived),2007.0,United States,United States,20000000.0,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
