startup_id,startup_name,company_description,website,founded_year,founded_country,headquarters_country,headquarters_city,industry,sub_industry,business_category,target_audience,customer_type,problem_solved,solution_description,technology_used,business_model,revenue_model,pricing_model,revenue_stream,geographic_market,market_size_category,market_growth_category,demand_level,competition_level,competitor_count,total_funding_usd,funding_rounds,last_funding_date,last_funding_amount_usd,major_investors,employee_count,startup_stage,latest_known_valuation_usd,startup_status,acquisition_status,acquisition_date,ipo_status,ipo_date,shutdown_date,success_indicator,success_label,outcome_reason,data_quality,source,source_url,last_verified_date,possible_duplicate_flag
LL-000613,A&G Pharmaceutical,,http://www.agpharma.com,,United States,United States,Columbia,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,2100002.0,2.0,2010-04-27,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000614,A-Gas,,http://www.agas.com,,United Kingdom,United Kingdom,Bristol,CleanTech,Clean Technology,Clean Technology,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,Medium (dataset-derived),103.0,115837966.0,1.0,2011-04-21,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000626,A Place for Rover,,http://www.aplaceforrover.com/,2011.0,United States,United States,Seattle,Other / Unspecified,Internet,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,15999994.0,1.0,2015-03-20,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000636,A vida é feita de Desconto,,,,Brazil,Brazil,São Paulo,Other / Unspecified,Coupons|Social Commerce,Coupons,,,,,,,,,,Brazil,Unknown,Unknown,Unknown,Medium (dataset-derived),74.0,2500.0,1.0,2012-10-28,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000641,A123 Systems,,http://a123systems.com,2001.0,United States,United States,Westborough,CleanTech,Batteries|Clean Technology|Energy Storage|Mobile,Batteries,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),956.0,502860000.0,8.0,2012-06-07,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000645,A4 Data,,,,,,,Other / Unspecified,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,1.0,2013-04-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000656,Aardvark,,http://googleblog.blogspot.com/2011/09/fall-spring-clean.html,2007.0,United States,United States,San Francisco,Other / Unspecified,Search,Search,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,6000000.0,2.0,2008-10-01,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000661,Aasonn,,http://aasonn.com,2006.0,United States,United States,Naperville,HRTech,Human Resources,Human Resources,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),332.0,20000000.0,1.0,2014-06-04,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000662,Aastrom Biosciences,,http://www.aastrom.com,1989.0,United States,United States,Ann Arbor,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,40000000.0,1.0,2012-03-09,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000673,Abaad Embodied Design LLC,,http://www.abaad.ae,2012.0,United Arab Emirates,United Arab Emirates,Abu Dhabi,Other / Unspecified,3D|Rapidly Expanding,3D,,,,,,,,,,United Arab Emirates,Unknown,Unknown,Unknown,Low (dataset-derived),18.0,,1.0,2012-01-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000678,Abakan,,http://www.abakaninc.com,2006.0,United States,United States,Miami,CleanTech,Clean Technology,Clean Technology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),956.0,4211031.0,6.0,2014-10-08,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000684,Abattis Bioceuticals,,http://abattis.com,1997.0,Canada,Canada,Vancouver,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,Canada,Unknown,Unknown,Unknown,High (dataset-derived),259.0,400988.0,3.0,2014-04-07,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000710,Abeome Corporation,,,,,,,Other / Unspecified,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,2.0,2008-03-12,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000721,AbilTo,,http://www.abilto.com,2008.0,United States,United States,New York,HealthTech,Curated Web|Health and Wellness|Health Care|Internet|Medical|Psychology|Teachers|Technology|Therapeutics|VoIP|Web Development,Health Care,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,21000000.0,3.0,2015-06-09,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000730,aBIZinaBOX,,http://abizinabox.com,1998.0,United States,United States,Evanston,MarTech,Accounting|Consulting|CRM|Marketing Automation|Project Management,Accounting,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),2413.0,500000.0,1.0,2008-10-08,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000731,ABK Biomedical,,http://www.abkbiomedical.com/,,Canada,Canada,Halifax,HealthTech,Fitness|Health and Wellness|Medical,,,,,,,,,,,Canada,Unknown,Unknown,Unknown,High (dataset-derived),259.0,,1.0,2012-09-15,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000759,Above All Software,,,2002.0,United States,United States,Redwood City,SaaS,Software,Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,13600000.0,2.0,2005-06-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000760,Above Security,,http://www.abovesecurity.com,1999.0,Switzerland,Switzerland,Lausanne,Cybersecurity,Information Security|Security,Information Security,,,,,,,,,,Switzerland,Unknown,Unknown,Unknown,Low (dataset-derived),13.0,1737170.0,1.0,2004-09-16,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000774,ABSMaterials,,http://www.absmaterials.com,2008.0,United States,United States,Wooster,CleanTech,Clean Technology,Clean Technology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),956.0,4500000.0,2.0,2013-11-24,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000776,AbsolutData,,http://www.absolutdata.com,,United States,United States,Alameda,SaaS,Analytics,Analytics,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,20000000.0,1.0,2012-08-23,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000790,Abury,,http://abury.net/,2011.0,Germany,Germany,Berlin,E-commerce,E-Commerce|Fashion|Lifestyle,,,,,,,,,,,Germany,Unknown,Unknown,Unknown,Medium (dataset-derived),89.0,45000.0,1.0,2014-01-29,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000818,AcadiaSoft,,http://www.acadiasoft.com,2009.0,United States,United States,Pembroke,FinTech,Finance,Finance,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1903.0,34000000.0,2.0,2015-07-14,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000829,Acccess Technology Solutions,,http://www.accessts.com/,2002.0,United States,United States,Provo,E-commerce,E-Commerce,E-Commerce,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,25478613.0,1.0,2014-08-20,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000849,Accelerator Corp.,,http://www.acceleratorcorp.com,2003.0,United States,United States,Seattle,Other / Unspecified,,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,49300000.0,3.0,2007-08-03,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000879,Access Information Management,,http://informationprotected.com,,United States,United States,Livermore,SaaS,Enterprise Software,Enterprise Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,,1.0,2011-09-07,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000886,Access Pharmaceuticals,,http://accesspharma.com,,United States,United States,Dallas,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,15581502.0,2.0,2012-11-06,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000904,Accipiter,,http://www.accipiter.com/,1996.0,United States,United States,Raleigh,MarTech,Advertising|Internet|Services,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),2413.0,5500000.0,3.0,2005-01-12,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-000937,AccuMED Technologies,,http://www.accumedtech.com,1994.0,United States,United States,Buffalo,HealthTech,Medical,Medical,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,,1.0,2014-10-24,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
